id,content
266,"""나는 잘할 수 있는데 형들이 필요 없다고 공격을 못하게 하고, 저리 가라
고 했어요.""
""그랬구나. 윤길이도 잘할 수 있는데 형들이 필요 없다면서 공격을 못하게
하고 저리 가라고 했구나. 그 말을 들었을 때 기분이 어땠어?""
""꼭 찌그러진 축구공처럼 내가 아주 작고 쓸모없고 초라하게 느껴졌어요.”
엄마의 관심 어린 질문을 받고서야 윤길이 스스로도 자신의 감정을 좀 더
명료하게 느끼고 표현할 수 있었습니다.
072 내 아이를 위한 감정코칭
PART 1 감정을 잘 다루는 아이가 행복하다 073
""형들이 넌 공격하지 말고 수비만 하라니까 쓸모없는 사람 취급받는 것
같아서 윤길이가 마치 찌그러진 축구공같이 위축되는 느낌이 들고 초라하
게 여겨졌구나. 정말 속상했겠네.""
윤길이는 엄마가 자신의 감정을 아무 비판이나 훈계 없이 경청해주고 수
용해준다는 것을 느끼고 표정이 한결 편해졌습니다.
""엄마가 보기엔 윤길이가 수비와 공격을 다 잘하던데, 형들은 윤길이가"
267,"""엄마가 보기엔 윤길이가 수비와 공격을 다 잘하던데, 형들은 윤길이가
축구하는 것을 못 봤는데도 학년이 어리다고 무조건 수비만 하라고 그랬단
말이지?""
""네, 나도 공격을 잘하는데 수비만 하라니까 어리다고 무시당하는 것 같
았어요.""
""그랬구나. 무조건 어리다고 아예 공격할 기회도 주지 않고 수비만 하라
니까 무시당한 기분이었겠네.""
다시 윤길이의 감정을 있는 그대로 받아들였습니다.
엄마의 수용과 경청에 기분이 조금 풀어진 윤길이는 자기가 정말 수비도
잘하지만 공격도 잘한다고 말합니다. 엄마는 아이의 감정을 충분히 읽어주
었고, 엄마도 어렸을 때 비슷한 경험을 한 적이 있다고 말했습니다.
""엄마도 공기를 잘할 수 있는데 언니들이 엄마는 어리니까 못한다고 자꾸
빠지라고 하는 거야.""
""엄마도 그런 적 있어요?""
""그럼. 엄마도 그런 경험이 있어서 우리 윤길이 마음을 잘 이해할 수 있을
것 같아.""
""그때 엄마는 어떻게 했어요?"""
268,"것 같아.""
""그때 엄마는 어떻게 했어요?""
""엄마는 그때 혼자서 며칠 동안 많이 연습한 뒤 언니들한테 가서 나도 잘
할 수 있으니까 같이 하자고 얘기했어. 그래서 언니들이 하는 공기놀이를 함
께할 수 있었단다.""
""네.""
""윤길이 발야구하고 싶니?""
""네, 하고 싶어요.""
""엄마도 윤길이가 발야구하는 거 보고 싶은데, 어떻게 하면 윤길이가 형
들하고 다시 발야구를 할 수 있을까?""
윤길이는 가만히 생각해보고는 말합니다.
""먼저 나 혼자 더 열심히 공격 연습을 한 다음 형들한테 다시 가서 말해볼
래요.""
""정말 좋은 생각이네. 아마 윤길이가 혼자서도 열심히 연습하는 걸 보면 형
들도 윤길이의 실력을 인정해줄 거야. 지금 기분이 어때?""
""훨씬 편해졌어요. 다시 나가서 발야구 연습할래요!""
이처럼 감정코칭은 아이가 스스로 해결책을 찾도록 이끌어줍니다. 따라
서 감정코칭을 통해 아이는 낯선 감정을 두려워하지 않을 뿐더러, 능동적으
로 감정을 처리하는 능력을 키울 수 있습니다."
269,"로 감정을 처리하는 능력을 키울 수 있습니다.
감염성 질병에 덜 걸린다
가트맨 박사는 1980년대 초에 만 4~5세 된 아이들과 그들 부모의 상호작용
을 관찰하고, 가족력과 감정에 대한 부모의 철학, 관점, 태도 등을 심층 인터
074 내 아이를 위한 감정코칭
PART 1 감정을 잘 다루는 아이가 행복하다
075
뷰했습니다. 여기서 얻은 결과로 부모의 양육 유형을 감정코치형, 축소전환
형, 억압형, 방임형으로 분류할 수 있었습니다. 이후 아무런 개입 없이 이들
이 초등학교에 들어간 뒤, 그리고 청소년이 된 뒤까지 장기 추적을 하면서
놀라운 사실을 발견했습니다.
감정코칭을 받고 자란 아이들이 자기 진정을 잘하고, 또래 관계가 좋으
며, 학업 성적이 우수하고, 사회성과 정서 발달이 우수하다는 점은 이미 하
임 기너트 박사의 관찰을 통해서도 예측할 수 있는 결과였습니다. 하지만 이
외에도 감정코칭을 받은 아동들이 병원에 가는 횟수가 다른 유형의 양육 방"
270,"외에도 감정코칭을 받은 아동들이 병원에 가는 횟수가 다른 유형의 양육 방
식으로 자란 아동보다 훨씬 적고, 신체 발육이 양호하며, 평균적으로 키가
더 크고, 감염성 질병에 걸릴 확률이 적다는 점을 알 수 있었습니다. 그 이유
는 감정코칭을 받은 아동은 똑같은 상황에서도 스트레스를 덜 받으며, 면역
세포라 할 수 있는 T세포의 양과 활동성이 우수하기 때문으로 추정됩니다.
이후 여러 실험에서 감정코칭이 정서적 심리적인 안정감을 주고, 자기존
중감을 향상시켜 어려운 일이 생기거나 마음의 상처를 입어도 빨리 회복할
수 있도록 돕는다는 점이 밝혀졌습니다. 즉 감정코칭은 마음만 튼튼하게 하
는 것이 아니라 몸도 건강하게 만들어준다는 것입니다.
감정코칭을 받은 아이들은 확실히 스트레스를 적게 받습니다. 스트레스
는 만병의 근원이고, 현대인의 병은 대부분 스트레스 때문에 생긴다고 해도
과언이 아닐 정도로 우리 몸에 치명적인 악영향을 미칩니다. 신체의 균형을"
271,"과언이 아닐 정도로 우리 몸에 치명적인 악영향을 미칩니다. 신체의 균형을
깨뜨리고 면역력을 떨어뜨리는 스트레스가 적으니, 그만큼 병에 대한 저항
력이 강합니다. 특히 감정코칭을 받은 아이는 독감이나 중이염 등 감염성 질
병에 덜 걸리는 것으로 조사되었습니다.
076 내 아이를 위한 감정코칭
EMOTION COACHING
자기감정에 솔직한 부모가
아이 감정도 잘 안다
입니다. 아이의 감정을 읽고 공감해주려면 먼저 부모 자신의 감정부터 인식
해야 합니다. 감정을 인식한다는 것은 감정을 표현하는 것과는 다릅니다. 꼭
감정을 겉으로 드러낼 필요는 없습니다. 다만 자기 안에서 꿈틀대는 감정이
어떤 것인지 알아차리기만 해도 됩니다.
실연의 아픔을 경험해보지 않은 사람이 실연당한 사람의 마음을 읽고 공감
해줄 수 있을까요? 머릿속으로는 대충 느낌을 짐작할 수 있을지 몰라도 마
음으로 공감하기는 어렵습니다. 마음으로 공감하지 못하는 상태에서 아무"
272,"음으로 공감하기는 어렵습니다. 마음으로 공감하지 못하는 상태에서 아무
리 상대방의 마음을 안다. 이해한다 고개를 끄덕여도 상대방은 믿지 못합니
다. 진심을 다해 위로를 해도 직접 경험해보지 않았으니 쉽게 말할 수 있다
고 곡해할 수도 있습니다.
감정코칭도 이와 같습니다. 부모가 다른 사람을 미워하는 감정을 나쁜
감정'이라 생각하면서 그런 감정이 생길 때마다 안간힘을 쓰며 부정하고 눌
러 왔다면, 아이가 미움의 감정을 표출할 때 편안하게 받아들이고 공감할 수
있을까요? 입으로는 “그래, 밉고 싫었을 수 있어""라고 말해도 마음으론 그
런 감정을 느끼면 안 돼 를 말하고 있을 것입니다. 그러면 감정코칭은 실패
나도 모르는 내 감정의 근원, 초감정 알기
다정다감하고 부드러운 아빠가 있습니다. 아이가 아무리 잘못을 해도 큰소
리를 내는 법이 없습니다. 언제나 아이를 불러 조용조용 알아듣게 타이르지
요. 그런 아빠를 아이도 잘 따르고 좋아합니다. 아이가 공부를 안 하고 컴퓨"
273,"요. 그런 아빠를 아이도 잘 따르고 좋아합니다. 아이가 공부를 안 하고 컴퓨
터 게임에 빠져 있을 때도, 친구들과 밖에서 노느라 정신이 팔려 어둠이 깔
릴 때까지 집에 들어오지 않아도, 심지어 거짓말을 할 때도 흥분하지 않고
부드럽게 타이르는 아빠입니다.
그런데 딱 한 가지 예외가 있습니다. 아이가 큰소리로 대들기만 하면 무시
무시한 아빠로 돌변합니다. 평소에는 감정을 드러내지 않던 아빠가 그때만큼
은 얼굴이 붉어지고 너무 화가나 목소리까지 떨립니다. ""어디서 큰소리냐"" 하
고 호통을 치면서 아이가 눈물을 쏙 뺄 때까지 혼을 냅니다. 그렇게 한 차례 폭
풍우가 지나가면 아빠 자신도 후회합니다. 어린아이가 화가 나서 대든 것인데
너무 심했다는 자책감마저 들지요.
아빠는 왜 아이가 큰소리만 내면 이성을 잃는 것일까요? 아빠의 흥분을
이해하려면 감정의 근원을 찾아 올라가야 합니다. 아빠가 큰소리를 싫어하
는 데는 이유가 있었습니다.
078 내 아이를 위한 감정코칭"
274,"는 데는 이유가 있었습니다.
078 내 아이를 위한 감정코칭
PART 2 감정에 솔직한 아이로 키우자
079
아빠는 어릴 적 엄한 아버지 밑에서 자랐습니다. 군인이었던 아버지는 자
식들마저 군대식으로 키웠습니다. 항명이란 있을 수 없는 일이고, 오로지 복
종만을 강요했습니다. 아버지가 집에 돌아오면 그야말로 숨 한번 제대로 크
게 쉬지 못했습니다. 게다가 가끔 아버지가 술이라도 한 잔 걸치고 오시는 날
이면 더 힘이 들었습니다. 아버지는 자식들을 다 집합시키고 고래고래 소리
를 지르며 훈계를 했습니다. 몇 시간씩 아버지의 큰소리를 들으면 귀도 먹먹
해지고, 아버지가 너무너무 싫어져 가출이라도 하고 싶은 심정이었습니다.
그래도 참았던 것은 불쌍한 어머니 때문이었습니다. 어머니 역시 아버지 그
늘에 가려 늘 희생만 하며 사셨는데, 그런 어머니를 두고 차마 떠날 수가 없
었던 것입니다.
큰소리가 유난히 싫고 거슬리는 감정. 그 감정 속으로 들어가 근원을 살"
275,"었던 것입니다.
큰소리가 유난히 싫고 거슬리는 감정. 그 감정 속으로 들어가 근원을 살
펴보니, 어릴 적 큰소리를 쳐서 집안을 공포의 분위기로 몰아갔던 아버지에
대한 공포, 미움, 분노, 무기력감, 불안 등의 감정이 있었습니다. 이처럼 감
정이 그 감정만으로 끝나는 것이 아니라 뒤에 또 다른 감정이 깔려 있는 감
정을 '초감정' 이라고 합니다. 영어로는 메타 감정meta emotion' 이라고 하는
데 'meta'는 '~뒤에', '~넘어서'라는 뜻이므로 결국 초감정은 감정 뒤에
있는 감정', 감정을 넘어선 감정', 감정에 대한 생각, 태도, 관점, 가치관
등입니다.
초감정은 무의식적인 반응으로 나타난다
초감정은 주로 감정이 형성되는 유아기의 경험과 환경, 문화 등의 영향을
받아 형성됩니다. 비교적 오랜 시간에 걸쳐 자신도 모르는 사이에 형성될
뿐 아니라 비슷한 상황에서 무의식적인 반응으로 나타나기 때문에 초감정
을 본인 스스로도 알아차리지 못하는 경우가 많습니다."
276,"을 본인 스스로도 알아차리지 못하는 경우가 많습니다.
학원 교사로 일하는 어느 30대 여성은 학생들을 좋아하고 가르치는 일도
즐겁지만, 유독 건들거리거나 껄렁껄렁한 태도를 보이는 학생을 못 견디겠
다고 토로했습니다.
그런 학생들을 보면 가슴에서 목구멍으로 주먹 같은 것이 치밀어 오르고
화가 나는데, 왜 그러는지 자신도 잘 모르겠다고 했습니다. 그래서 ""언제부
터 그런 감정을 느끼셨어요?""라고 물었습니다. 처음에는 난감해하며 대답을
하지 않다가 조심스럽게 말했습니다.
“아마 중학교 때쯤부터였던 것 같아요.”
""그때 어떤 상황이나 대상으로부터 그런 느낌을 받으셨어요?""
""큰아버지요.""
""큰아버지보다 조금 더 가까운 분은 없으세요?""
이 질문에 여성은 조금 생각에 잠기더니 ""우리 아버지도 그랬어요.”라
고 말하며 말끝을 흐렸습니다.
평생을 돈벌이 한번 제대로 하지 못하고 한량처럼 지냈던 큰아버지와 아버
지. 늘 백구두에 겉멋을 부리며 돌아다니기만 할뿐, 집안을 돌보지 않았던 아"
277,"지. 늘 백구두에 겉멋을 부리며 돌아다니기만 할뿐, 집안을 돌보지 않았던 아
버지 때문에 어머니의 고생이 이만저만이 아니었습니다. 남의 집 도우미, 행
상 등 안 해본 일이 없는 어머니였습니다. 그런 부모님을 보면서 겉멋을 부리
고 건들대는 모습에 대한 거부감이 생겼던 것입니다. 그런 거부감이 무의식
에 깊이 잠재되어 있다가 성실하지 않고 건들거리는 학생을 보면 자신도 모
르는 사이에 분통, 울분, 역겨움, 한심함, 거부감 등의 복합적인 감정이 올라
080
내 아이를 위한 감정코칭
PART 2 감정에 솔직한 아이로 키우자
081
왔던 것입니다.
똑같은 상황이라도 초감정은 다양하게 나타날 수 있다
교사들을 대상으로 감정코칭 교육을 했을 때, 한 초등학교 교사가 아이들이
떠들고 장난치는 것은 용납이 되는데 수업 중에 껌 씹는 모습은 도저히 용납
이 안 돼서 크게 혼내고 벌을 세운다고 했습니다.
""학생이 껌 씹는 모습을 볼 때 어떤 기분이 드세요?"""
278,"""학생이 껌 씹는 모습을 볼 때 어떤 기분이 드세요?""
이 질문에 교사는 자신을 무시하고 비웃는 듯한 느낌이 든다고 했습니다.
""혹시 그런 기분이 들었던 상황이나 에피소드가 있었나요?""
""아, 맞아요. 어릴 때 아무 생각 없이 껌을 씹다가 아버지의 말씀에 대답
했더니, 아버지가 느닷없이 눈에 불꽃이 튈 만큼 세게 뺨을 때리셨어요. 어
디 어른 앞에서 건방지게 껌을 씹으며 대꾸를 하느냐고 화를 내셨죠. 이후로
는 누가 껌을 줘도 절대 씹지 않는 습관이 생겼어요.""
이 교사는 자신의 대답에 이어 ""어머, 그러고 보니까 껌 씹는 아이들이 건
방져서 그런 게 아니라, 저의 초감정 때문에 건방져 보였던 것이군요"" 하고
말하면서 몰랐던 자신의 초감정을 인정했습니다.
껌 씹는 것에 대한 초감정의 스펙트럼을 좀 더 확장해보고자 함께 연수를
받던 다른 교사들에게 물었습니다.
""학생이 껌 씹는 모습을 볼 때 어떤 느낌이 드세요?""
그런데 제각각 다른 답을 내놓았습니다.
""아무렇지도 않아요."""
279,"그런데 제각각 다른 답을 내놓았습니다.
""아무렇지도 않아요.""
""씹다가 똑똑 소리만 내지 않으면 괜찮아요.""
""풍선껌 부는 모습은 장난치는것 같아서 싫어요.""
""풍선껌을 불면 누가 더 크게 부나 시합하고 싶어요.""
""수업 시간만 아니라면 껌 씹는 것 자체는 상관없어요.""
""점심식사 후에 두 명당 껌 한 개씩 주면서 껌을 나누어 씹게 해요. 콩반
쪽이라도 나눠 먹는 우정을 키워주려고요.""
껌 하나에도 이렇게 다양한 초감정이 있을 수 있다는 데 교사들은 새삼
큰 발견을 한 듯 아주 신나고 즐거워했습니다.
이처럼 꼭 부정적인 상황에 대해 부정적인 초감정만 있는 것은 아닙니다.
좋은 느낌의 초감정도 있습니다. 아들이 글씨를 삐뚤빼뚤 쓰는 모습이 귀엽
고 대견해 보인다는 아빠에게 그런 감정이 들게 하는 어떤 경험이나 추억이
있는가 물었습니다.
그 아빠는 어릴 때 할머니의 사랑을 듬뿍 받고 자랐는데, 글을 못 배우셨
던 할머니는 서툰 글씨지만 손자가 그냥 글을 쓰는 것만으로도 흡족하고 자"
280,"던 할머니는 서툰 글씨지만 손자가 그냥 글을 쓰는 것만으로도 흡족하고 자
랑스럽게 여기시면서 ""우리 손자장하다! 아이고 예뻐라 하고 칭찬해주셨다
고 합니다.
초감정을 모르면 감정코칭이 어렵다
자신의 감정을 인식하는 일은 아주 중요합니다. 자신에게 어떤 초감정이
있는지를 모른다면, 아이의 감정을 제대로 읽어줄 수 없기 때문입니다. 큰소
리를 싫어하는 아빠가 그것이 초감정인지를 모르는 상태에서는 아이가 화
나거나 짜증이 나서 큰소리를 낼 때, 아이의 감정을 읽어주기 전 초감정부터
올라와서 아이의 감정을 공감하기 어렵습니다.
082 내 아이를 위한 감정코칭
PART 2 감정에 솔직한 아이로 키우자
083
껄렁껄렁한 모습을 싫어하는 초감정을 지닌 교사는 껄렁껄렁한 아이를
보면 화가 나서 감정코칭을 할 수 없습니다. 감정을 읽어주는 게 아니라 그
래서는 안 된다고 비판하고 훈계하며 상처를 줄지도 모릅니다. 하지만 자
신에게 그런 초감정이 있다는 것을 인식하면, 아이를 탓하거나 자신의 관"
281,"신에게 그런 초감정이 있다는 것을 인식하면, 아이를 탓하거나 자신의 관
점이 모든 사람을 판단할 수 있는 기준인 듯 착각하지 않을 수 있습니다.
자신의 감정을 먼저 알아차리는 것은 감정코칭의 전제 조건입니다. 굳이
초감정을 좋고 나쁜 것으로 구분하고, 감정코칭에 악영향을 미치는 초감정
을 부정하거나 없애려고 애쓸 필요도 없습니다. 자신에게 그런 초감정이 있
다는 것만 인식해도 충분합니다.
자신의 초감정을 알아차린다면, 아이를 탓하고 벌주고 고치라고 하기보
다 다음의 3단계 방식으로 말할 수 있습니다. 이는 초감정에 대해 나-전
달법'으로 전하는 방법입니다. ① 먼저 상황에 대해 중립적으로 말한 뒤, ②
그때의 감정을 묘사하고, ③ 원하는 바를 요청합니다. 이를 테면 위의 세
가지 예로 든 것을 3단계 방식으로 해보면 다음과 같습니다.
""아빠는 어릴 때 할아버지가 큰소리로 화내실 때(상황) 참 무섭고 싫었거
든(감정). 그래서 네가 큰소리로 대들면 나도 모르게 화가 나고 감정이 격해"
282,"든(감정). 그래서 네가 큰소리로 대들면 나도 모르게 화가 나고 감정이 격해
진단다(감정). 그러니 아빠한테 말할 때 좀 더 부드럽고 조용하게 말해주면
좋겠다(요청).""
“선생님은 학생의 태도가 좀 성실하지 않은 것 같으면(상황) 화가 난단다
(감정). 어릴 때 내게 중요했던 분의 그런 모습과 우리 가족이 많이 고생한
것이 연관되어 그런 것 같아. 성실하고 단정한 모습으로 학교에 오면 내가
마음으로부터 환영할게(요청).""
내 안에 있는 '감정' 이해하기
EMOTION COACHING TIPS
초감정은 무의식중에 나타나기 때문에 자신의 초감정을 이해하려고 노력하지 않으면 알기가 어렵
습니다. 우선 어떤 상황에 필요 이상으로 민감하게 반응한다면, 자신도 모르는 어떤 초감정이 있
다고 의심해볼 필요가 있습니다. 그런 다음 언제부터 그런 감정을 느꼈는지 기억을 거슬러 올라가
면 초감정의 근원을 알 수 있습니다. 초감정이 있을 것이라 유추되는 특별한 상황이 없더라도 슬"
283,"픔, 분노, 미움, 질투 등 각각의 감정을 다음과 같은 사항에 따라 점검하다 보면 자신의 초감정을
이해하는 데 도움이 될 것입니다. 아래 질문은 가트맨 초감정 점검 리스트입니다. 모든 감정을 다
해도 좋겠지만 크게 두 가지 핵심 감정인 분노와 슬픔 중 하나만이라도 해보면 자신의 초감정을 이
해하는 데 도움이 됩니다.
① 분노에 대하여
어릴 때 분노에 대한 경험이 있었는가?
② 슬픔에 대하여
가족들은 분노를 어떻게 표현했는가?
당신이 화났을 때 부모님은 어떤 반응을 보이셨는가?
당신의 어머니는 화날 때 어떠셨는가?
• 당신의 아버지는 화날 때 어떠셨는가?
•무엇이 당신을 화나게 하는가?
• 화날 때 당신은 무엇을 하는가?
어릴 때 슬픔에 대한 경험이 있는가?
가족들은 슬픔을 어떻게 표현했는가?
• 당신이 슬플 때 부모님은 어떤 반응을 보이셨는가?
.
당신의 어머니는 슬플 때 어떠셨는가?
당신의 아버지는 슬플 때 어떠셨는가?
무엇이 당신을 슬프게 하는가?"
284,"당신의 아버지는 슬플 때 어떠셨는가?
무엇이 당신을 슬프게 하는가?
슬플 때 당신은 무엇을 하는가?
미움, 질투, 두려움, 기쁨, 놀람, 혐오, 실망, 사랑 등으로 질문을 바꿔 답변을 적을 수 있습니다. 초
감정을 인식하는 일은 쉽지 않은 작업입니다. 간혹 애써 잊고 있던 힘든 기억이 떠오를까 봐 초감
정을 들여다보는 걸 두려워하는 분들이 있는데, 감당할 수 있는 만큼만 기억하면 됩니다. 감당할
수 없으면 기억도 나지 않으니 편안한 마음으로 자신의 초감정을 만나보도록 합니다. 초감정은 여
러 층으로 이루어져서 한 번에 한 층을 인식했다 해도 다음번에 같은 초감정 연습을 해보면 또 새
로운 기억이나 통찰이 이뤄지기도 합니다.
084 내 아이를 위한 감정코칭
PART 2 감정에 솔직한 아이로 키우자 085
“선생님은 학생들이 껌 씹는 모습을 보면(상황) 마음이 불편하단다(감정).
아마 어릴 때 껌 씹으면서 대답하다가 아버지께 크게 꾸지람 듣고 놀랐던 적"
285,"아마 어릴 때 껌 씹으면서 대답하다가 아버지께 크게 꾸지람 듣고 놀랐던 적
이 있어서 그런가 봐. 그러니 내 수업 중에는 가능한 한 껌을 씹지 않기를 바
래(요청).”
자기 안에 있는 아이를 깨워라
감정을 조절할 수 있다는 것과 감정이 없다는 것은 전혀 다른 이야기입니
다. 슬퍼도 슬퍼하지 않고, 화가 날 상황에서도 화를 내지 않고, 기쁜 상황
에서도 기쁨을 느끼지 못하는 것만큼 불행한 일도 없겠지요. 감정이 없는
감정을 느낄 수 없는 사람은 살아도 살아 있는 것같지 않고 생동감이 없습
니다.
'아이'와 '어른'의 조화와 균형이 건강한 자아를 만든다
어른이 되고 나이가 들어도 풍부한 감정을 느낄 수 있습니다. 온몸으로 느낀
감정을 아무렇게나 함부로 표현하지 않고 이성적으로 조절하면 됩니다. 그
•러려면 어른이 되어도 아이의 감성을 갖고 있어야 합니다. 아이의 감성으로
다양한 감정을 풍부하게 느끼고, 어른의 이성으로 감정에 적절히 대응하고
조절할 때 가장 건강한 자아가 완성됩니다."
286,"조절할 때 가장 건강한 자아가 완성됩니다.
인간발달학적으로 볼 때 심리적으로 건강한 사람은 어른이 되어서도 건
강한 '아이'를 지니고 있습니다. 아이는 자기중심적이며, 감정으로 사물을
•느끼고, 충동적이고 즉흥적이며 생기발랄합니다. 원하는 것을 즉각 하고자
086 내 아이를 위한 감정코칭
하고, 웃고 울며 화내는 등 감정 표현을 시시각각 합니다. 어른이 되어서도
아이다운 모습을 지니면 순수한 생명력이 느껴집니다.
하지만 동시에 '어른' 의 모습도 지녀야 합니다. 어른다운 모습이란 참을
줄도 알고, 하기 싫은 일도 하고, 양보도 하고, 법도 지키고, 남을 배려하고,
예의를 지킬 수 있다는 것입니다. 그리고 '아이'와 '어른' 의 상반성을 조화
롭고 균형 있게 조율할 수 있는 건강한 자아가 있어야 합니다.
감정코칭은 먼저 '아이'의 모습을 있는 그대로 받아들여 아이와 유대감
과 신뢰감을 형성한 뒤, 조금씩 '어른' 의 모습으로 성장해갈 수 있도록 인내"
287,"과 신뢰감을 형성한 뒤, 조금씩 '어른' 의 모습으로 성장해갈 수 있도록 인내
하면서 함께 동참해주는 멘토링 과정이라고 볼 수 있습니다. 아이는 어른이
짜놓은 각본에 맞춰 어른이 하라는 대로 억지로 '애어른' 처럼 행동할 필요
가 없습니다. 아이다운 감정의 모습에 대해 꾸지람이나 훈계와 비판을 받지
않으면서도, 자신의 감정을 있는 그대로 받아들인 뒤 나이에 적절한 행동을
할 수 있게 됩니다. 무엇보다 이 과정에서 부모에게 존중받으며 상황에 대해
건강한 자아
아이
어른
PART 2 감정에 솔직한 아이로 키우자 087
좀 더 객관적으로 볼 수 있으므로 자연히 건강한 자아를 형성해나갈 수 있는
것입니다.
관계에서도 '아이'와 '어른'의 균형이 필요하다
감정코칭을 하는 어른(부모나 교사) 안에 아이의 모습이 없다면 다른 사람의
감정을 읽어주기 어렵습니다. 몇 해 전에 부모 상담을 하러 온 김현미(가명,
37세) 씨는 다섯 살짜리 딸이 있는데, 아이가 너무 말을 안 듣고 떼를 써서"
288,"37세) 씨는 다섯 살짜리 딸이 있는데, 아이가 너무 말을 안 듣고 떼를 써서
자꾸 매를 들게 되었다고 합니다. 그런데 언젠가부터 아이가 말을 더듬더
니 급기야 소변을 못 가리게 되었다고 호소했습니다. 김현미 씨와 아이의
상호작용을 관찰해보니, 엄마는 억압적으로 아이를 대하고 아이는 상당히
위축되어 있었습니다. 소변을 못 가리는 것과 말 더듬증은 극도의 긴장과
불안으로 스트레스를 많이 받은 결과였습니다. 아이가 긴장하지 않으면 말
을 더듬지 않고 잘하는 것으로 보아 상황적인 말더듬이임을 알 수 있었습
니다.
김현미 씨에게 딸이 장난을 치거나 웃거나 화낼 때 어떤 기분이 드느냐고
물으니 “유치해서 보기 싫고, 큰소리로 야단을 친다'고 했습니다. 김현미 씨
의 부모님은 어떠셨느냐고 물었습니다. 김현미 씨가 다섯 살 때 목회를 하시
던 아버지가 심장마비로 돌아가신 뒤 어머니 홀로 자녀들을 키웠는데, 어머
니는 남동생 둘(3세, 1세)을 당시 다섯 살짜리였던 현미 씨에게 맡기고 화장"
289,"니는 남동생 둘(3세, 1세)을 당시 다섯 살짜리였던 현미 씨에게 맡기고 화장
품 외판원 일을 하느라 종일 집에 계시지 않았다고 합니다. 그때부터 자신이
남동생들에게 엄마 역할을 하면서 밥도 챙겨주고 기저귀도 갈아주면서 어
른 역할을 했다고 합니다. 지금도 남동생들이 자신에게 경제적으로 의존하
며 살고 있어서 너무 힘들다고 했습니다.
현미 씨는 보통 아이들처럼 또래들과 뛰어논 기억이 별로 없고, 학교에서
도 말 잘 듣고 착한 아이였다는 것입니다. 그런데 왜 자신의 딸아이는 다섯
살인데도 어린애 같은지 모르겠다고 했습니다.
개인에게도 건강한 '아이'와 '어른' 사이에 균형이 필요하지만, 관계에서
도 그렇습니다. 엄마의 '어른'이 과도하게 크면 균형을 맞추기 위해 딸의
'아이'는 비례적으로 클 수밖에 없습니다. 다시 말해 엄마가 자꾸 '이래야
한다. 저래야 한다, 조심해라, 떠들지 마라, 까불지 마라, 울지 마라고 하면"
290,"한다. 저래야 한다, 조심해라, 떠들지 마라, 까불지 마라, 울지 마라고 하면
할수록 아이는 어른스러워지는 게 아니라 더욱 '아이' 영역이 커집니다. 즉
더더욱 말 안 듣고, 떼쓰고, 울고 보채며, 심지어 소변까지 못 가리는 어린이
로 퇴행합니다.
김현미 씨의 남편도 마찬가지였습니다. 그녀는 남편이 무책임하고 이기
적이며, 술을 마시고 늦게 들어오며, 일요일에는 종일 컴퓨터나 텔레비전 앞
에서 뒹군다고 하면서 왜 자신의 주변에는 모두 이렇게 한심한 사람들만 가
득한지 모르겠다고 했습니다.
김현미 씨 입장에서는 주변 사람들이 문제라고 생각하지만 사실 김현미
씨 자신이 문제의 근원입니다. 김현미 씨의 '어른'이 과도하게 크니, 상대적
으로 주변 사람들이 '큰 아이'로 균형을 맞추는 것입니다. 김현미 씨에게 과
도한 '어른' 의 짐을 내려놓아 보라고 했습니다. 아이와 노는 것을 즐기고,
남편에게 어려운 일은 도와 달라고 부탁하고, 동생들에게도 누나가 이제 힘"
291,"남편에게 어려운 일은 도와 달라고 부탁하고, 동생들에게도 누나가 이제 힘
에 부치니까 좀 도와 달라고 말하며 의존해보라고 했습니다.
결과는 놀라웠습니다. 딸아이에게 잔소리 대신 함께 놀아주고 감정을 읽
088 내 아이를 위한 감정코칭
PART 2 감정에 솔직한 아이로 키우자
어주니, 아이가 엄마의 감정도 이해하고 위로도 해주며 자진해서 심부름도
한다는 것입니다. 더욱 놀라운 점은 남편의 변화라고 했습니다. 아내에게 모
든 일을 맡기고 이기적으로 자신만 챙기던 남편이 가사를 도와주고 아이와
놀아주는 등 아빠와 남편 역할을 하더라는 것입니다. 물론 아이에게는 감정
코칭을 했고, 남편에게는 3단계 대화법을 사용했다고 합니다.
김현미 씨는 감정코칭을 배우면서 자신 안에 있는 건강한 '아이'와 만날
수 있게 되어 너무 기쁘다고 했습니다. 이제 남들 뒷바라지만 하는 희생적인
아내, 엄마, 누나, 딸, 이웃의 역할에서 벗어나 남들에게 도움을 요청하기도"
